object_id,object_len
obj397208,198
obj278137,112
obj295804,126
obj360076,167
obj211580,79
obj358066,166
obj073899,51
obj039152,31
obj474127,447
obj133736,60
obj048696,40
obj384043,182
obj165443,63
obj415411,215
obj235974,88
obj234803,88
obj429886,230
obj438990,247
obj337654,155
obj297412,126
obj024305,16
obj059139,47
obj364818,169
obj100871,56
obj414040,213
obj223092,81
obj302033,127
obj191897,72
obj240904,91
obj062901,48
obj097990,53
obj178281,66
obj202046,76
obj152178,61
obj396055,195
obj416914,216
obj094712,52
obj373562,174
obj040890,34
obj458937,308
obj465361,344
obj433367,235
obj057778,46
obj290753,125
obj152902,61
obj237962,89
obj355415,164
obj298610,127
obj311901,128
obj295078,126
obj057883,46
obj000299,13
obj470616,399
obj052775,44
obj436028,240
obj159897,63
obj003419,14
obj207849,79
obj256044,95
obj122187,60
obj366031,171
obj381445,180
obj047174,37
obj162844,63
obj099396,54
obj219171,80
obj153475,61
obj219702,80
obj289497,124
obj205355,78
obj405008,207
obj095787,52
obj388733,186
obj031650,28
obj076060,51
obj074589,51
obj133508,60
obj419065,218
obj120819,60
obj133237,60
obj240186,90
obj352431,163
obj071337,51
obj139582,61
obj477058,496
obj006493,14
obj322527,144
obj304113,127
obj451333,280
obj045667,37
obj153875,62
obj333259,153
obj010015,15
obj408024,209
obj046975,37
obj079550,52
obj146860,61
obj227827,83
obj476806,489
obj395985,195
obj011451,15
obj152692,61
obj093917,52
obj189440,72
obj466924,360
obj327581,149
obj334729,153
obj452020,282
obj039534,32
obj118060,60
obj366904,171
obj198412,75
obj357012,165
obj007908,15
obj363922,169
obj208493,79
obj454118,290
obj010341,15
obj228475,83
obj125611,60
obj430525,231
obj090067,52
obj052841,44
obj190533,72
obj251349,94
obj075007,51
obj225923,82
obj254224,95
obj025034,16
obj452479,284
obj347570,160
obj311929,128
obj060665,47
obj468377,373
obj238759,90
obj200966,76
obj137289,61
obj076632,51
obj247557,93
obj141604,61
obj432317,234
obj165640,63
obj194318,73
obj220744,81
obj447837,271
obj284025,120
obj461681,318
obj421783,220
obj211173,79
obj198694,75
obj261772,99
obj227748,83
obj390555,188
obj367620,171
obj380828,180
obj243997,92
obj316226,135
obj271572,107
obj221428,81
obj166643,64
obj238919,90
obj019273,15
obj320987,140
obj247923,93
obj185148,68
obj004055,14
obj435042,238
obj327374,149
obj145957,61
obj025258,16
obj062759,48
obj038537,31
obj242002,92
obj439262,248
obj165020,63
obj137255,61
obj367701,171
obj113859,60
obj465191,342
obj032705,28
obj307036,127
obj344124,157
obj029991,24
obj031408,28
obj344072,157
obj001949,14
obj271431,107
obj284053,120
obj392822,192
obj177559,66
obj467799,367
obj396580,196
obj044317,36
obj144164,61
obj184135,68
obj175362,65
obj139577,61
obj063045,48
obj317291,137
obj027067,19
obj326213,148
obj018176,15
obj124633,60
obj346724,159
obj162967,63
obj263731,100
obj020790,15
obj279302,114
obj285547,121
obj120562,60
obj177293,66
obj195711,74
obj412547,211
obj201982,76
obj066771,50
obj120283,60
obj458624,306
obj247006,93
obj324908,147
obj150001,61
obj042936,36
obj193752,73
obj252277,94
obj147514,61
obj114457,60
obj098792,54
obj261860,99
obj169196,64
obj173806,64
obj264695,101
obj376080,177
obj017065,15
obj389926,187
obj463986,333
obj301394,127
obj371585,173
obj089810,52
obj456377,298
obj248816,94
obj103501,57
obj373354,174
obj110788,59
obj260303,98
obj113901,60
obj058091,46
obj231368,86
obj151369,61
obj097690,53
obj090650,52
obj363090,168
obj127755,60
obj249397,94
obj432007,233
obj445424,264
obj323620,146
obj165708,64
obj178424,66
obj291302,125
obj169178,64
obj128848,60
obj284436,121
obj003479,14
obj419545,218
obj270956,107
obj448879,273
obj082434,52
obj061521,48
obj308517,127
obj142929,61
obj318408,138
obj081599,52
obj294882,126
obj038458,31
obj430356,230
obj334830,153
obj404113,207
obj101882,57
obj138812,61
obj223878,82
obj385124,183
obj434384,237
obj247783,93
obj292618,126
obj132305,60
obj193047,72
obj099296,54
obj450743,278
obj037241,31
obj442739,257
obj351354,162
obj242161,92
obj182395,67
obj185703,68
obj358992,167
obj199739,76
obj233385,87
obj036878,31
obj105424,58
obj371167,173
obj199361,75
obj446365,267
obj091710,52
obj337264,154
obj381929,180
obj460968,315
obj055037,44
obj052081,44
obj476170,478
obj373773,175
obj283337,120
obj184993,68
obj100727,56
obj466450,354
obj256048,95
obj280687,116
obj372254,173
obj093945,52
obj208855,79
obj417719,216
obj386422,183
obj343116,156
obj125116,60
obj366774,171
obj298454,127
obj474668,454
obj227924,83
obj074990,51
obj242500,92
obj075158,51
obj186592,69
obj422359,221
obj172161,64
obj399471,201
obj417919,217
obj314672,131
obj343202,156
obj194788,73
obj308611,127
obj142178,61
obj224912,82
obj200703,76
obj201459,76
obj458844,307
obj081862,52
obj275874,110
obj316125,135
obj064192,49
obj288232,124
obj394651,193
obj094713,52
obj173941,65
obj103842,58
obj134735,60
obj079705,52
obj390428,188
obj073409,51
obj466736,358
obj430608,231
obj311204,128
obj413817,213
obj107043,59
obj042462,35
obj134760,60
obj061409,48
obj369820,173
obj109149,59
obj400851,203
obj149441,61
obj197618,75
obj108066,59
obj169015,64
obj252274,94
obj129687,60
obj429013,229
obj438075,246
obj024648,16
obj060838,47
obj069188,51
obj111207,60
obj355301,164
obj391612,190
obj318412,138
obj346253,159
obj288512,124
obj188249,71
obj290940,125
obj179630,66
obj263008,100
obj018459,15
obj300474,127
obj308992,127
obj056772,45
obj437980,246
obj116980,60
obj141339,61
obj385566,183
obj172175,64
obj175132,65
obj436603,242
obj409651,209
obj025979,17
obj235671,88
obj003737,14
obj058992,47
obj195757,74
obj308396,127
obj036889,31
obj054451,44
obj467571,365
obj145553,61
obj152215,61
obj148239,61
obj273467,108
obj216753,80
obj187268,70
obj160806,63
obj060530,47
obj298059,126
obj437655,245
obj338581,155
obj469831,388
obj404045,206
obj357221,165
obj221113,81
obj263113,100
obj070695,51
obj346734,159
obj205429,78
obj022626,15
obj315278,133
obj436744,242
obj187479,70
obj115374,60
obj358880,166
obj365233,170
obj183312,67
obj061259,48
obj014092,15
obj154155,62
obj352806,163
obj044098,36
obj074402,51
obj304889,127
obj412506,211
obj167183,64
obj468857,378
obj147635,61
obj178977,66
obj064984,49
obj452124,282
obj238387,90
obj355217,164
obj057493,45
obj036231,30
obj205358,78
obj372158,173
obj473265,436
obj395924,195
obj291257,125
obj233801,87
obj458406,306
obj354180,164
obj457769,303
obj161046,63
obj024310,16
obj179086,66
obj192756,72
obj160295,63
obj030958,26
obj190592,72
obj018053,15
obj426964,226
obj172641,64
obj197831,75
obj337350,155
obj140814,61
obj142446,61
obj107916,59
obj466571,356
obj461743,318
obj294719,126
obj469510,385
obj387869,185
obj122650,60
obj275444,109
obj244732,93
obj054310,44
obj210422,79
obj004737,14
obj045467,37
obj279168,114
obj418510,217
obj154201,62
obj040433,33
obj401988,204
obj133083,60
obj011141,15
obj150965,61
obj141529,61
obj245698,93
obj282722,119
obj399544,201
obj181968,67
obj441208,253
obj282089,118
obj394148,193
obj179989,66
obj294338,126
obj427540,227
obj203935,77
obj141370,61
obj462155,321
obj324491,147
obj233217,87
obj466861,359
obj247041,93
obj320486,139
obj088362,52
obj382431,181
obj466597,356
obj262216,99
obj429183,229
obj308919,127
obj453147,286
obj130394,60
obj136800,61
obj141943,61
obj107718,59
obj278537,113
obj437285,243
obj068223,51
obj315569,133
obj356555,165
obj470715,401
obj042213,35
obj362943,168
obj191814,72
obj143985,61
obj086458,52
obj276876,110
obj030681,26
obj357240,165
obj276018,110
obj300524,127
obj362436,168
obj280507,115
obj360899,167
obj326911,149
obj137905,61
obj345428,157
obj075572,51
obj074110,51
obj210748,79
obj402380,205
obj218227,80
obj324189,147
obj221642,81
obj294958,126
obj344306,157
obj005150,14
obj110457,59
obj150590,61
obj440334,251
obj372312,173
obj172008,64
obj321549,142
obj065760,49
obj437737,245
obj015651,15
obj137023,61
obj237867,89
obj122836,60
obj057568,45
obj222142,81
obj471699,415
obj334960,154
obj381116,180
obj281288,117
obj222450,81
obj367734,171
obj321914,143
obj334912,153
obj005257,14
obj105511,58
obj073246,51
obj152052,61
obj297334,126
obj059028,47
obj286220,122
obj205680,78
obj338344,155
obj473208,435
obj216304,80
obj051279,44
obj007536,15
obj304042,127
obj181495,66
obj379889,179
obj072055,51
obj257821,97
obj212721,79
obj348190,160
obj108761,59
obj283309,120
obj028599,22
obj300416,127
obj432008,233
obj421063,220
obj235219,88
obj093646,52
obj224314,82
obj052572,44
obj384220,182
obj421072,220
obj121715,60
obj198942,75
obj305210,127
obj128986,60
obj380321,180
obj471685,415
obj443292,258
obj316686,136
obj475310,464
obj061472,48
obj111984,60
obj043357,36
obj395122,193
obj026897,18
obj451621,281
obj334137,153
obj397857,199
obj449021,273
obj161765,63
obj145250,61
obj214092,80
obj360540,167
obj350212,162
obj049287,41
obj168969,64
obj165280,63
obj043936,36
obj309882,128
obj330596,151
obj269932,106
obj182237,67
obj418017,217
obj115716,60
obj159905,63
obj407976,209
obj311601,128
obj359972,167
obj265386,102
obj102531,57
obj047940,38
obj327652,149
obj205339,78
obj242302,92
obj179864,66
obj012720,15
obj426864,226
obj332850,152
obj271683,107
obj191694,72
obj236334,88
obj398917,200
obj383472,181
obj245944,93
obj199210,75
obj349438,162
obj447560,270
obj246098,93
obj060895,47
obj232652,87
obj045342,37
obj284044,120
obj414870,214
obj300264,127
obj081918,52
obj269377,106
obj287636,124
obj090217,52
obj242814,92
obj220777,81
obj039588,32
obj382066,180
obj269280,106
obj400173,202
obj461503,317
obj029609,24
obj048711,40
obj008655,15
obj033389,28
obj301483,127
obj267363,104
obj135924,61
obj404759,207
obj097374,52
obj289744,124
obj308197,127
obj247880,93
obj294372,126
obj458127,304
obj107985,59
obj169737,64
obj383417,181
obj385147,183
obj056574,45
obj418899,218
obj104442,58
obj149076,61
obj261322,99
obj327761,149
obj257120,96
obj097082,52
obj321085,141
obj240161,90
obj241065,91
obj415253,215
obj247760,93
obj291346,125
obj201955,76
obj172050,64
obj006865,14
obj277885,112
obj458215,305
obj338915,155
obj200489,76
obj368507,171
obj220678,81
obj070526,51
obj315037,132
obj147078,61
obj111583,60
obj156439,62
obj187279,70
obj376699,177
obj055710,44
obj442709,257
obj245227,93
obj167279,64
obj252838,95
obj376697,177
obj407638,209
obj131840,60
obj141756,61
obj058405,46
obj372293,173
obj233365,87
obj136932,61
obj342430,156
obj459954,311
obj383370,181
obj146781,61
obj136577,61
obj142978,61
obj135043,60
obj102165,57
obj298580,127
obj454919,292
obj210291,79
obj202105,76
obj312435,129
obj321840,142
obj184508,68
obj243829,92
obj380734,180
obj412838,212
obj363293,168
obj454996,292
obj424775,224
obj022621,15
obj188522,72
obj155054,62
obj442429,256
obj470599,399
obj147317,61
obj175104,65
obj230271,86
obj231692,86
obj089649,52
obj143870,61
obj009423,15
obj331718,152
obj128681,60
obj261207,98
obj014463,15
obj073591,51
obj068468,51
obj239626,90
obj198261,75
obj414061,213
obj226774,83
obj045605,37
obj369782,173
obj196905,74
obj180649,66
obj284506,121
obj043356,36
obj001354,14
obj119681,60
obj392216,191
obj313931,131
obj294877,126
obj130123,60
obj320222,139
obj212334,79
obj450342,277
obj223468,81
obj452704,284
obj360163,167
obj018596,15
obj008401,15
obj158097,63
obj145608,61
obj157581,62
obj139098,61
obj126850,60
obj429193,229
obj457375,301
obj417913,217
obj052590,44
obj123882,60
obj398635,200
obj091633,52
obj425515,224
obj189545,72
obj203569,77
obj070146,51
obj157827,62
obj415649,215
obj157589,62
obj368942,171
obj171232,64
obj008003,15
obj051860,44
obj060263,47
obj245821,93
obj057523,45
obj171718,64
obj106296,58
obj076051,51
obj343965,157
obj394388,193
obj246439,93
obj437679,245
obj044620,36
obj213932,80
obj041716,35
obj185486,68
obj020017,15
obj157324,62
obj193484,73
obj285522,121
obj450538,277
obj199324,75
obj151737,61
obj024368,16
obj356446,165
obj071188,51
obj077668,51
obj381297,180
obj416547,215
obj282923,119
obj372789,173
obj014614,15
obj289101,124
obj412680,211
obj134751,60
obj066605,50
obj340174,156
obj339251,156
obj102602,57
obj226466,83
obj201824,76
obj224633,82
obj226676,83
obj349468,162
obj239585,90
obj157925,62
obj176172,65
obj175888,65
obj310107,128
obj300341,127
obj289082,124
obj181544,67
obj359615,167
obj168870,64
obj340829,156
obj455479,294
obj285672,121
obj108717,59
obj434281,237
obj403739,206
obj319139,138
obj370726,173
obj294147,126
obj295562,126
obj411246,210
obj205511,78
obj417655,216
obj318041,137
obj264131,101
obj446626,268
obj077935,51
obj172843,64
obj166167,64
obj244782,93
obj225451,82
obj298817,127
obj464221,334
obj286201,122
obj180689,66
obj430610,231
obj027336,20
obj418989,218
obj154877,62
obj038726,31
obj210718,79
obj392226,191
obj369518,172
obj270149,106
obj140489,61
obj154524,62
obj388129,185
obj006059,14
obj262707,100
obj217378,80
obj209314,79
obj236645,88
obj267848,105
obj276123,110
obj407896,209
obj357351,165
obj231238,86
obj357702,166
obj123355,60
obj124751,60
obj002136,14
obj259972,98
obj335339,154
obj391338,190
obj450115,276
obj244965,93
obj094567,52
obj150470,61
obj255222,95
obj019574,15
obj442317,256
obj163386,63
obj475406,465
obj312506,129
obj437469,244
obj071042,51
obj064324,49
obj304830,127
obj222531,81
obj435766,240
obj066306,50
obj417522,216
obj178018,66
obj000999,14
obj146224,61
obj021776,15
obj374891,176
obj256799,96
obj445293,264
obj387322,184
obj027445,20
obj045772,37
obj029200,22
obj321424,141
obj331330,151
obj336231,154
obj353736,164
obj101508,56
obj446524,268
obj184543,68
obj023788,16
obj473088,433
obj427162,226
obj258625,97
obj118453,60
obj323170,146
obj292467,126
obj463548,330
obj261662,99
obj186934,70
obj420792,220
obj027206,20
obj315275,133
obj177612,66
obj203826,77
obj330477,151
obj463942,333
obj412841,212
obj425621,225
obj003284,14
obj314572,131
obj325166,148
obj318443,138
obj053355,44
obj339464,156
obj328281,149
obj402664,205
obj293725,126
obj107348,59
obj353988,164
obj129615,60
obj048458,39
obj213568,80
obj337016,154
obj447988,271
obj052646,44
obj119497,60
obj177762,66
obj235042,88
obj167895,64
obj170813,64
obj274932,109
obj461086,315
obj403760,206
obj427116,226
obj386510,184
obj089763,52
obj039725,32
obj366058,171
obj405228,207
obj060450,47
obj179943,66
obj254787,95
obj090784,52
obj215328,80
obj459126,308
obj141112,61
obj239708,90
obj016356,15
obj439730,249
obj472110,420
obj035684,30
obj409246,209
obj222096,81
obj317319,137
obj335953,154
obj075030,51
obj340119,156
obj365302,170
obj413912,213
obj234478,88
obj430795,231
obj389621,187
obj195580,74
obj401347,203
obj194399,73
obj327913,149
obj323140,146
obj067828,51
obj048867,40
obj141277,61
obj232130,87
obj313497,130
obj044783,36
obj380417,180
obj297608,126
obj429410,229
obj409142,209
obj249763,94
obj182149,67
obj444427,262
obj443806,260
obj185502,68
obj035245,30
obj164870,63
obj380569,180
obj451888,282
obj051994,44
obj069198,51
obj222783,81
obj069374,51
obj222244,81
obj332557,152
obj059456,47
obj372890,173
obj362253,168
obj279072,113
obj236102,88
obj180962,66
obj015390,15
obj098446,53
obj119659,60
obj138953,61
obj084567,52
obj185529,68
obj474179,448
obj057354,45
obj259246,97
obj169125,64
obj140465,61
obj369603,172
obj251354,94
obj419577,218
obj367444,171
obj054070,44
obj214688,80
obj356443,165
obj106492,58
obj309392,127
obj066538,50
obj138033,61
obj305293,127
obj298106,126
obj028923,22
obj194731,73
obj257464,96
obj123132,60
obj312253,129
obj360583,167
obj449445,274
obj126623,60
obj247948,93
obj020564,15
obj029997,24
obj426349,225
obj156402,62
obj347169,159
obj028866,22
obj217722,80
obj233407,87
obj432996,235
obj180281,66
obj194548,73
obj187821,70
obj090241,52
obj148070,61
obj109083,59
obj335754,154
obj102921,57
obj306432,127
obj469969,390
obj060639,47
obj018227,15
obj145747,61
obj030272,24
obj433881,236
obj308437,127
obj191636,72
obj131234,60
obj450145,276
obj105236,58
obj201918,76
obj216029,80
obj388132,185
obj118119,60
obj193613,73
obj391463,190
obj211503,79
obj231589,86
obj164917,63
obj284488,121
obj286300,122
obj345820,158
obj076676,51
obj408182,209
obj357494,166
obj421193,220
obj085563,52
obj001443,14
obj427321,226
obj166916,64
obj355448,164
obj133504,60
obj445965,267
obj106510,58
obj225259,82
obj454669,291
obj262103,99
obj362058,168
obj455101,293
obj166011,64
obj092086,52
obj300709,127
obj299556,127
obj324644,147
obj294434,126
obj096832,52
obj033401,28
obj246088,93
obj239762,90
obj475243,463
obj243588,92
obj280017,114
obj136706,61
obj339269,156
obj390703,189
obj070464,51
obj051168,44
obj069349,51
obj473312,437
obj245104,93
obj145629,61
obj073017,51
obj196332,74
obj257124,96
obj275579,110
obj046687,37
obj468833,378
obj145329,61
obj368673,171
obj052058,44
obj268178,105
obj438414,246
obj015813,15
obj038582,31
obj443789,260
obj348842,161
obj463404,329
obj224986,82
obj152238,61
obj057890,46
obj228653,84
obj139175,61
obj007099,14
obj447669,270
obj233941,87
obj021781,15
obj182944,67
obj023333,16
obj112337,60
obj109153,59
obj282652,119
obj143065,61
obj402672,205
obj281395,117
obj445520,265
obj025498,16
obj293832,126
obj111412,60
obj179035,66
obj288832,124
obj421028,220
obj398592,200
obj385352,183
obj312920,130
obj444197,262
obj438229,246
obj299383,127
obj159353,63
obj326329,148
obj239510,90
obj110098,59
obj111096,60
obj215776,80
obj130021,60
obj423401,222
obj351557,163
obj387217,184
obj102301,57
obj254947,95
obj184346,68
obj301959,127
obj001579,14
obj399862,202
obj115992,60
obj065753,49
obj249601,94
obj013642,15
obj273737,108
obj267569,104
obj452428,283
obj328037,149
obj379256,179
obj454375,291
obj222420,81
obj366848,171
obj070491,51
obj157199,62
obj097948,53
obj384101,182
obj346200,159
obj094000,52
obj451339,280
obj364817,169
obj267972,105
obj469726,387
obj443742,260
obj453412,287
obj270366,106
obj134445,60
obj085433,52
obj388047,185
obj242123,92
obj293917,126
obj381686,180
obj383671,182
obj436545,242
obj098213,53
obj314057,131
obj364058,169
obj292784,126
obj013036,15
obj296058,126
obj161558,63
obj201298,76
obj429640,230
obj348272,161
obj224963,82
obj045099,36
obj157305,62
obj166890,64
obj298973,127
obj133803,60
obj372038,173
obj439475,248
obj249575,94
obj157184,62
obj351278,162
obj034138,28
obj411903,210
obj159683,63
obj337724,155
obj008221,15
obj449447,274
obj476040,475
obj367120,171
obj133483,60
obj201333,76
obj339661,156
obj435624,239
obj199567,76
obj184167,68
obj456159,297
obj419574,218
obj350761,162
obj393874,193
obj197793,75
obj449995,276
obj246319,93
obj469526,385
obj358007,166
obj403215,206
obj000645,14
obj417928,217
obj353642,164
obj185317,68
obj051144,44
obj028856,22
obj107228,59
obj404424,207
obj310637,128
obj287570,124
obj310767,128
obj246823,93
obj302165,127
obj078651,52
obj246414,93
obj052462,44
obj080836,52
obj353179,164
obj122442,60
obj340947,156
obj014146,15
obj028751,22
obj064301,49
obj310588,128
obj205754,78
obj369116,172
obj053481,44
obj306531,127
obj356840,165
obj361306,168
obj234450,88
obj092415,52
obj162295,63
obj086625,52
obj049527,42
obj138405,61
obj075748,51
obj160224,63
obj018508,15
obj367717,171
obj319523,138
obj032360,28
obj386907,184
obj091349,52
obj250631,94
obj128272,60
obj150146,61
obj230239,86
obj038301,31
obj400426,202
obj179481,66
obj329991,151
obj398584,200
obj448539,272
obj102046,57
obj286763,123
obj161223,63
obj131952,60
obj227573,83
obj187319,70
obj040245,33
obj421431,220
obj166711,64
obj197526,75
obj328351,149
obj357790,166
obj138354,61
obj224101,82
obj216638,80
obj028356,21
obj103525,57
obj152999,61
obj083516,52
obj350216,162
obj146350,61
obj030176,24
obj307618,127
obj308641,127
obj343769,157
obj216147,80
obj019749,15
obj131868,60
obj274075,109
obj257422,96
obj028031,21
obj169467,64
obj038032,31
obj027287,20
obj449058,273
obj220473,81
obj467729,366
obj045604,37
obj050049,42
obj043290,36
obj319220,138
obj333772,153
obj113710,60
obj298350,127
obj324501,147
obj276017,110
obj142246,61
obj284402,121
obj112267,60
obj104312,58
obj426619,226
obj071173,51
obj432313,234
obj325018,148
obj022236,15
obj180726,66
obj206909,78
obj167109,64
obj332152,152
obj291757,125
obj159976,63
obj312721,130
obj393810,193
obj307866,127
obj199766,76
obj162227,63
obj183339,67
obj260624,98
obj127462,60
obj212966,79
obj303067,127
obj140932,61
obj393153,192
obj191128,72
obj124935,60
obj238925,90
obj476856,491
obj278523,113
obj258732,97
obj108922,59
obj081616,52
obj203540,77
obj420578,219
obj029956,24
obj185100,68
obj476773,489
obj192682,72
obj043475,36
obj136523,61
obj316090,135
obj406143,208
obj443720,260
obj013847,15
obj182607,67
obj095886,52
obj320443,139
obj308489,127
obj397714,198
obj107135,59
obj253863,95
obj252649,94
obj433949,236
obj023155,16
obj046919,37
obj160651,63
obj423704,222
obj325852,148
obj387315,184
obj142761,61
obj097918,53
obj225744,82
obj446628,268
obj091753,52
obj036658,30
obj125683,60
obj439394,248
obj098244,53
obj233151,87
obj029727,24
obj049041,41
obj465587,346
obj407795,209
obj070543,51
obj220493,81
obj157311,62
obj176748,65
obj435496,239
obj277643,111
obj234777,88
obj301885,127
obj033129,28
obj432474,234
obj441074,252
obj130011,60
obj381704,180
